id	audio	n_frames	sr	src_text	tgt_text
common_voice_en_33613	common_voice_en_33613.mp3	74880	48000	which one is mine	Welches ist meines?
common_voice_en_650711	common_voice_en_650711.mp3	74880	48000	now you got me	Jetzt haben Sie mich.
common_voice_en_122083	common_voice_en_122083.mp3	74880	48000	then he may be caught on a ledge	Dann könnte er an einem Felsvorsprung hängen bleiben!
common_voice_en_671784	common_voice_en_671784.mp3	74880	48000	he's probably trying the gate	Er wird es beim Tor versuchen!
common_voice_en_92432	common_voice_en_92432.mp3	74880	48000	brave new world	Schöne neue Welt
common_voice_en_18166002	common_voice_en_18166002.mp3	74880	48000	love is blind	Liebe macht blind.
common_voice_en_17668700	common_voice_en_17668700.mp3	74880	48000	to take a drop too much	Um auch einen Tropfen zu bekommen.
common_voice_en_50488	common_voice_en_50488.mp3	74880	48000	don't mind the colonel	Kümmern Sie sich nicht um den Colonel.
common_voice_en_50953	common_voice_en_50953.mp3	74880	48000	which one is mine	Welches ist meines?
common_voice_en_51358	common_voice_en_51358.mp3	74880	48000	the one in there	Der da drinnen.
common_voice_en_51369	common_voice_en_51369.mp3	74880	48000	what did you have	Was hatten Sie?
common_voice_en_51458	common_voice_en_51458.mp3	74880	48000	i can see that	Das kann ich sehen.
common_voice_en_51697	common_voice_en_51697.mp3	74880	48000	then whose is it	Wem gehört sie dann?
common_voice_en_17729756	common_voice_en_17729756.mp3	74880	48000	of course i am	Natürlich bin ich das!
common_voice_en_54738	common_voice_en_54738.mp3	76032	48000	this is christmas eve	Heute ist Heiligabend.
common_voice_en_126787	common_voice_en_126787.mp3	76032	48000	now you got me	Jetzt haben Sie mich.
common_voice_en_559765	common_voice_en_559765.mp3	76032	48000	give her the works	Übergeben Sie ihr die Werke.
common_voice_en_18455905	common_voice_en_18455905.mp3	76032	48000	don't tell the boys	Sag den Jungs nichts!
common_voice_en_513867	common_voice_en_513867.mp3	76032	48000	you just pat him	Streichle ihn einfach.
common_voice_en_207045	common_voice_en_207045.mp3	76032	48000	elbow room	Spielraum
common_voice_en_18615064	common_voice_en_18615064.mp3	76032	48000	you must be worried	Du musst dir Sorgen machen.
common_voice_en_201879	common_voice_en_201879.mp3	76032	48000	full circle	Voller Kreis
common_voice_en_532028	common_voice_en_532028.mp3	76032	48000	i can see that	Das kann ich sehen.
common_voice_en_532055	common_voice_en_532055.mp3	76032	48000	he asked for him	Er hat nach ihm gefragt.
common_voice_en_78089	common_voice_en_78089.mp3	76032	48000	i am planning to renovate my home	Ich will mein Zuhause renovieren.
common_voice_en_78110	common_voice_en_78110.mp3	76032	48000	that party was amazing	Diese Party war herrlich.
common_voice_en_652280	common_voice_en_652280.mp3	76032	48000	please use your turn signal	Bitte benutzen Sie Ihren Blinker.
common_voice_en_121854	common_voice_en_121854.mp3	76032	48000	of course you never did	Natürlich haben Sie das nie getan.
common_voice_en_499287	common_voice_en_499287.mp3	76032	48000	i've got to go	Ich muss jetzt gehen.
common_voice_en_95769	common_voice_en_95769.mp3	76032	48000	what's she up to	Was hat sie vor?
common_voice_en_645957	common_voice_en_645957.mp3	76032	48000	who locked the door	Wer hat die Tür verschlossen?
common_voice_en_50436	common_voice_en_50436.mp3	76032	48000	this is the press room	Das ist der Presseraum.
common_voice_en_51484	common_voice_en_51484.mp3	76032	48000	just step on it	Geben Sie einfach Gas.
common_voice_en_18019025	common_voice_en_18019025.mp3	77184	48000	and so do i	Und ich auch.
common_voice_en_121112	common_voice_en_121112.mp3	77184	48000	it takes time of course	Es braucht natürlich Zeit.
common_voice_en_121905	common_voice_en_121905.mp3	77184	48000	these are not camels	Das sind keine Kamele!
common_voice_en_673816	common_voice_en_673816.mp3	77184	48000	the game is up	Das Spiel ist aus.
common_voice_en_58595	common_voice_en_58595.mp3	77184	48000	is it a good job	Ist es ein guter Job?
common_voice_en_18498147	common_voice_en_18498147.mp3	77184	48000	what's the date	Welches Datum haben wir?
common_voice_en_122716	common_voice_en_122716.mp3	77184	48000	there's the rub	So ist das also
common_voice_en_51029	common_voice_en_51029.mp3	77184	48000	judge tully is in	Richter Tully ist dabei.
common_voice_en_209379	common_voice_en_209379.mp3	78336	48000	what does that get us	Was haben wir davon?
common_voice_en_657613	common_voice_en_657613.mp3	78336	48000	i don't blame them	Ich mache ihnen keinen Vorwurf.
common_voice_en_684787	common_voice_en_684787.mp3	78336	48000	maybe he'll give us one	Vielleicht gibt er uns eins.
common_voice_en_556484	common_voice_en_556484.mp3	78336	48000	come what come may	Komme, was da wolle
common_voice_en_635867	common_voice_en_635867.mp3	78336	48000	what's she up to	Was hat sie vor?
common_voice_en_654537	common_voice_en_654537.mp3	78336	48000	who's down there with you	Wer ist denn da drunten bei dir?
common_voice_en_544882	common_voice_en_544882.mp3	78336	48000	she reversed the charges	Sie hob die Anklagepunkte auf.
common_voice_en_34884	common_voice_en_34884.mp3	78336	48000	to keep on pitching	Um immer weiter zu pitchen.
common_voice_en_34903	common_voice_en_34903.mp3	78336	48000	it's on the level	Es ist die reine Wahrheit.
common_voice_en_545281	common_voice_en_545281.mp3	78336	48000	i think it's marvelous	Ich finde es wunderbar.
common_voice_en_96320	common_voice_en_96320.mp3	78336	48000	in a pickle	In der Klemme.
common_voice_en_614024	common_voice_en_614024.mp3	78336	48000	tower of strength	Tower of Strength
common_voice_en_8607969	common_voice_en_8607969.mp3	78336	48000	bye for now	Auf Wiedersehen!
common_voice_en_662065	common_voice_en_662065.mp3	78336	48000	i'd like to think	Ich würde gerne nachdenken.
common_voice_en_78411	common_voice_en_78411.mp3	78336	48000	what's the weather in ransom canyon	Wie ist das Wetter in Ransom Canyon?
common_voice_en_652747	common_voice_en_652747.mp3	78336	48000	what's up	Was gibt's?
common_voice_en_18572981	common_voice_en_18572981.mp3	78336	48000	i shall help you	Ich werde Ihnen helfen.
common_voice_en_17685924	common_voice_en_17685924.mp3	78336	48000	what good would that do	Wofür wäre das denn gutgewesen?
common_voice_en_650582	common_voice_en_650582.mp3	78336	48000	play moris tepper	Moris Tepper spielen
common_voice_en_18780232	common_voice_en_18780232.mp3	78336	48000	what's your name	Wie ist Ihr Name?
common_voice_en_18606231	common_voice_en_18606231.mp3	78336	48000	he is not a candidate	Er ist kein Kandidat.
common_voice_en_646134	common_voice_en_646134.mp3	78336	48000	did you want to see me	Wollten Sie mich sehen?
common_voice_en_17684886	common_voice_en_17684886.mp3	78336	48000	she did not know	Sie wusste es nicht.
common_voice_en_50447	common_voice_en_50447.mp3	78336	48000	let me touch you	Lass mich dich anfassen.
